1626946925 15.917821
1626946949 18.079101
1626946970 16.041576
1626946975 0.004400
1626946980 0.004238
1626946985 0.005677
1626946990 0.002606
1626946995 0.005058
1626947000 0.002611
1626947005 0.104195
1626947010 0.003206
1626947015 0.002338
1626947020 0.002837
1626947025 0.002651
1626947030 0.002854
1626947035 0.003048
1626947040 0.002581
1626947045 0.004057
1626947050 0.005409
1626947055 0.002841
1626947060 0.002329
1626947065 0.002375
1626947070 0.002840
1626947075 0.002705
1626947080 0.002679
1626947085 0.004388
1626947090 0.004364
1626947095 0.001594
1626947100 0.001486
1626947105 0.002074
1626947110 0.003056
1626947115 0.002172
1626947120 0.002567
1626947125 0.002153
1626947130 0.001940
1626947135 0.002275
1626947140 0.001895
1626947145 0.001992
1626947150 0.002037
1626947155 0.002139
1626947160 0.002395
1626947166 0.002396
1626947171 0.002379
1626947176 0.001999
1626947181 0.001886
1626947186 0.002850
1626947191 0.003765
1626947196 0.003127
1626947201 0.003348
1626947206 0.001632
1626947211 0.001647
1626947216 0.001984
1626947221 0.002397
1626947226 0.001871
1626947231 0.001374
1626947236 0.003831
1626947241 0.002528
1626947246 0.004127
1626947251 0.002627
1626947256 0.001624
1626947261 0.002364
1626947266 0.002057
1626947271 0.001660
1626947276 0.001744
1626947281 0.002233
1626947286 0.002320
1626947291 0.001965
1626947296 0.002191
1626947301 0.002069
1626947306 0.001966
1626947311 0.002474
1626947316 0.002286
1626947321 0.001912
1626947326 0.001743
1626947331 0.004322
1626947336 0.001907
1626947341 0.003702
1626947346 0.002201
1626947351 0.003932
1626947356 0.002727
